uid,label,budget_pant,budget_westerndress,budget_top,budget_skirt,budget_kurta,budget_jacket,budget_scarf,budget_jewellery
6975,2,4,4,3,3,3,3,3,1
2331,3,5,5,5,5,5,5,5,5
3595,1,4,3,3,3,3,4,4,2
18970,0,0,0,0,0,0,0,0,0
6709,1,3,3,3,3,3,3,3,1
7109,4,3,3,3,3,3,3,3,1
708,1,3,4,3,3,3,4,4,2
16369,0,0,0,0,0,0,0,0,0
19495,0,0,0,0,0,0,0,0,0
7381,1,4,3,3,3,3,5,5,1
17878,0,0,0,0,0,0,0,0,0
12527,2,4,4,3,3,3,3,3,1
4710,1,3,3,4,3,4,3,3,1
15709,2,4,5,4,4,4,5,5,2
10934,3,4,4,4,4,4,4,4,2
5232,2,3,3,4,3,4,4,4,2
488,0,0,0,0,0,0,0,0,0
18352,0,0,0,0,0,0,0,0,0
8243,0,0,0,0,0,0,0,0,0
12212,1,4,4,3,3,3,4,4,1
16455,0,0,0,0,0,0,0,0,0
12888,2,4,4,3,3,3,3,3,1
274,1,3,3,2,3,2,3,3,1
19005,4,4,4,3,3,3,3,3,1
17427,1,4,4,3,3,5,3,3,1
14739,0,0,0,0,0,0,0,0,0
12850,1,4,4,3,3,4,4,4,1
14958,0,0,0,0,0,0,0,0,0
12307,1,4,4,3,3,3,3,3,1
13986,2,4,4,3,3,3,4,4,1
4268,1,3,3,2,3,2,2,2,1
1832,1,3,2,2,2,2,2,2,1
2313,4,3,3,3,2,2,3,3,1
10480,0,0,0,0,0,0,0,0,0
12298,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0
17402,0,0,0,0,0,0,0,0,0
5868,1,3,3,3,3,3,3,3,2
807,3,5,5,4,5,2,5,5,3
7684,2,3,3,3,3,3,3,3,1
19334,2,4,4,3,3,4,4,4,2
9822,2,4,4,3,3,3,3,3,1
5105,0,0,0,0,0,0,0,0,0
4659,4,4,4,3,3,3,3,3,1
12875,1,4,4,3,3,3,3,3,1
853,1,3,3,2,2,2,2,2,1
572,0,0,0,0,0,0,0,0,0
14322,2,4,4,3,3,3,3,3,1
17537,3,4,4,3,4,4,5,5,1
2042,2,4,3,3,2,2,2,2,1
3740,2,4,4,3,0,3,3,3,1
8109,1,3,3,3,3,3,3,3,1
5861,1,4,4,3,3,3,3,3,1
6433,2,3,3,3,3,3,3,3,1
2649,2,4,3,3,3,2,2,2,1
16995,1,4,4,3,3,3,3,3,1
18409,0,0,0,0,0,0,0,0,0
11217,3,4,4,4,4,4,4,4,2
2852,3,5,5,4,5,3,5,5,1
16934,3,4,5,3,4,4,4,4,2
16969,2,4,4,3,3,3,3,3,1
5862,1,3,3,3,3,3,3,3,1
17065,0,0,0,0,0,0,0,0,0
7384,1,4,4,4,3,3,4,4,1
17717,1,4,4,3,3,3,3,3,1
13903,0,0,0,0,0,0,0,0,0
18357,0,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0,0
13999,2,4,4,3,3,3,3,3,1
11917,2,4,4,3,3,3,4,4,1
10265,1,4,4,3,3,3,3,3,1
11378,2,4,4,3,3,3,3,3,2
19296,0,0,0,0,0,0,0,0,0
5978,1,3,3,3,3,3,3,3,1
15189,0,0,0,0,0,0,0,0,0
3033,0,0,0,0,0,0,0,0,0
11620,0,0,0,0,0,0,0,0,0
6766,3,5,5,5,3,4,5,5,1
16251,2,4,4,3,3,3,3,3,1
8156,0,0,0,0,0,0,0,0,0
18276,0,0,0,0,0,0,0,0,0
11744,0,0,0,0,0,0,0,0,0
7668,1,4,4,3,3,3,4,4,1
5317,1,4,4,3,3,3,4,4,1
13169,0,0,0,0,0,0,0,0,0
8059,2,4,5,4,4,4,4,4,2
86,1,2,2,2,2,2,2,2,2
12596,0,0,0,0,0,0,0,0,0
147,0,2,2,0,0,0,0,0,0
17818,0,0,0,0,0,0,0,0,0
10756,2,4,4,3,3,3,3,3,1
10231,0,0,0,0,0,0,0,0,0
2066,2,5,5,4,5,3,5,5,2
9991,0,0,0,0,0,0,0,0,0
10542,0,0,0,0,0,0,0,0,0
14663,2,4,4,3,3,3,4,4,2
5501,0,0,0,0,0,0,0,0,0
13665,3,4,4,4,4,4,5,5,1
15242,0,0,0,0,0,0,0,0,0
16447,0,0,0,0,0,0,0,0,0
14383,0,0,0,0,0,0,0,0,0
5269,2,3,3,4,4,4,3,3,1
7746,1,3,4,3,3,3,5,5,1
10975,0,0,0,0,0,0,0,0,0
2158,0,0,0,0,0,0,0,0,0
8832,0,0,0,0,0,0,0,0,0
6138,1,3,3,3,3,3,3,3,1
3866,1,3,3,2,2,2,2,2,1
4375,2,3,3,3,3,3,3,3,1
6330,3,5,5,3,4,4,5,5,1
19193,0,0,0,0,0,0,0,0,0
5718,2,4,3,3,3,3,3,3,1
4414,2,3,3,3,3,5,3,3,1
8888,2,3,3,3,3,3,3,3,1
2837,0,0,0,0,0,0,0,0,0
7135,0,0,0,0,0,0,0,0,0
205,1,2,2,2,2,2,2,2,2
6633,1,3,3,3,3,3,3,3,1
12337,3,4,4,4,4,4,5,5,4
7925,1,4,3,3,3,3,3,3,1
19484,0,0,0,0,0,0,0,0,0
18220,2,4,4,3,3,3,3,3,1
5087,0,0,0,0,0,0,0,0,0
12162,0,0,0,0,0,0,0,0,0
9499,1,4,4,3,3,3,3,3,1
11120,0,0,0,0,0,0,0,0,0
11211,1,4,4,3,3,3,3,3,1
3235,0,0,0,0,0,0,0,0,0
1907,2,3,2,2,2,3,2,2,1
12438,1,4,4,3,3,3,3,3,1
2323,1,3,2,3,2,3,2,2,1
5307,0,0,0,0,0,0,0,0,0
13497,1,4,4,3,3,3,4,4,1
15320,0,0,0,0,0,0,0,0,0
11997,1,4,4,4,3,3,3,3,2
14362,2,4,4,3,3,3,3,3,1
11164,2,4,4,3,3,3,3,3,1
14160,0,0,0,0,0,0,0,0,0
10766,1,4,4,3,3,3,3,3,1
12049,1,4,4,3,3,3,3,3,1
17057,2,5,4,3,3,3,3,3,1
2201,0,0,0,0,0,0,0,0,0
14208,2,4,4,3,3,3,4,4,1
15314,0,0,0,0,0,0,0,0,0
419,2,5,5,5,5,5,5,5,5
15927,1,4,4,3,3,3,3,3,1
1920,2,4,4,4,4,4,5,5,3
8086,1,3,3,3,3,3,3,3,1
15920,0,0,0,0,0,0,0,0,0
18585,1,4,4,3,3,3,3,3,1
2208,2,3,3,3,2,3,3,3,1
10565,3,5,5,5,3,4,5,5,3
10445,1,4,4,3,3,3,3,3,1
5004,2,5,4,3,3,3,3,3,1
1527,2,3,5,5,5,5,5,5,4
9315,1,0,0,3,3,3,2,2,1
10795,1,4,4,3,4,3,4,4,1
17880,1,4,4,3,3,3,3,3,1
14084,0,0,0,0,0,0,0,0,0
2921,2,3,2,4,3,4,3,3,3
16869,1,4,4,3,3,3,3,3,1
10813,4,4,4,3,3,3,4,4,1
13521,0,0,0,0,0,0,0,0,0
18510,0,0,0,0,0,0,0,0,0
17600,0,0,0,0,0,0,0,0,0
8525,1,4,4,3,3,3,3,3,1
8206,0,0,0,0,0,0,0,0,0
12965,1,4,4,3,3,3,3,3,1
1481,1,3,3,3,3,2,2,2,1
10628,2,3,2,3,3,3,2,2,1
11358,0,0,0,0,0,0,0,0,0
9271,1,4,4,3,3,3,3,3,1
14518,0,0,0,0,0,0,0,0,0
16483,2,5,4,3,3,3,3,3,1
9366,0,0,0,0,0,0,0,0,0
18232,2,4,4,3,3,3,3,3,1
13089,0,0,0,0,0,0,0,0,0
2032,2,4,4,4,3,2,5,5,1
10177,2,4,4,3,3,3,3,3,1
9925,0,0,0,0,0,0,0,0,0
1989,2,3,2,2,2,2,2,2,1
17501,1,4,4,3,3,3,3,3,1
2432,0,0,0,0,0,0,0,0,0
5230,1,3,3,3,3,3,3,3,1
8152,2,3,3,3,3,4,4,4,1
13577,0,0,0,0,0,0,0,0,0
10521,0,0,0,0,0,0,0,0,0
138,1,2,3,1,2,4,1,1,1
2311,3,5,5,4,5,2,5,5,2
9455,0,0,0,0,0,0,0,0,0
9825,2,4,4,3,3,3,3,3,1
11930,0,0,0,0,0,0,0,0,0
5989,0,0,0,0,0,0,0,0,0
15697,0,0,0,0,0,0,0,0,0
1802,1,3,2,2,2,2,2,2,1
6132,1,3,3,3,3,3,3,3,1
11846,1,4,4,3,3,3,3,3,1
8476,2,3,3,3,3,3,3,3,1
11569,0,0,0,0,0,0,0,0,0
8252,0,0,0,0,0,0,0,0,0
8484,1,3,3,3,3,3,3,3,1
5083,4,3,3,3,3,3,4,4,1
2574,1,3,3,2,2,3,2,2,1
7940,2,3,3,3,3,3,3,3,1
14577,0,0,0,0,0,0,0,0,0
13284,0,0,0,0,0,0,0,0,0
16589,3,5,5,5,5,3,3,3,1
12932,1,4,4,3,3,3,3,3,1
8979,1,5,0,5,5,0,0,0,4
16672,1,4,4,3,3,3,3,3,1
10656,2,4,4,3,3,3,3,3,1
13831,1,4,4,3,3,3,3,3,1
656,3,5,5,4,4,5,4,4,2
3922,0,0,0,0,0,0,0,0,0
14721,0,0,0,0,0,0,0,0,0
2751,1,4,4,3,3,3,3,3,1
17876,1,4,4,3,3,3,3,3,1
4324,2,3,3,3,3,3,3,3,1
202,2,4,4,3,3,3,4,4,0
9937,2,4,4,3,3,3,3,3,1
15588,0,0,0,0,0,0,0,0,0
1668,0,0,0,0,0,0,0,0,0
10761,1,4,4,3,3,3,4,4,1
2199,1,4,3,3,2,4,3,3,1
3578,3,5,5,5,4,4,4,4,4
9785,0,0,0,0,0,0,0,0,0
11863,0,0,0,0,0,0,0,0,0
4800,3,4,5,3,4,4,4,4,3
13290,2,4,4,3,3,3,3,3,1
6194,3,3,4,3,3,3,5,5,2
942,0,0,0,0,0,0,0,0,0
19318,2,4,4,3,3,3,3,3,1
15695,1,4,4,3,3,3,3,3,1
18632,2,4,4,3,3,3,4,4,1
2940,1,3,3,3,3,3,4,4,2
16893,1,4,4,3,3,3,3,3,1
5784,1,3,3,3,3,3,3,3,1
2077,3,5,5,3,4,4,4,4,1
9385,0,0,0,0,0,0,0,0,0
8651,2,3,3,3,3,3,4,4,1
13679,0,0,0,0,0,0,0,0,0
16055,0,0,0,0,0,0,0,0,0
13086,0,0,0,0,0,0,0,0,0
12906,3,5,5,3,3,4,4,4,1
1536,1,3,3,2,2,2,2,2,1
19896,0,0,0,0,0,0,0,0,0
10071,1,4,4,3,3,3,3,3,1
3422,0,0,0,0,0,0,0,0,0
19527,1,4,4,3,3,4,3,3,1
12373,1,4,4,3,3,3,3,3,1
3942,1,3,3,2,3,2,4,4,1
4883,0,0,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0,0
8711,0,0,0,0,0,0,0,0,0
1699,0,0,0,0,0,0,0,0,0
18519,0,0,0,0,0,0,0,0,0
718,2,4,3,2,2,2,3,3,1
18768,0,0,0,0,0,0,0,0,0
3167,3,5,5,5,5,5,5,5,5
19659,2,4,4,3,3,3,3,3,1
8313,0,0,0,0,0,0,0,0,0
19337,0,0,0,0,0,0,0,0,0
1578,2,3,2,2,2,2,2,2,1
2965,0,0,0,0,0,0,0,0,0
966,1,3,3,2,3,3,3,3,1
6650,1,3,3,3,3,3,3,3,1
13637,0,0,0,0,0,0,0,0,0
5789,1,3,3,3,3,3,3,3,1
13538,0,0,0,0,0,0,0,0,0
14964,0,0,0,0,0,0,0,0,0
1729,1,3,2,2,2,2,2,2,1
13952,0,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,0,0
16696,0,0,0,0,0,0,0,0,0
16905,2,4,4,3,3,3,3,3,1
9313,0,0,0,0,0,0,0,0,0
9789,2,4,4,3,3,3,4,4,1
3171,1,4,3,2,2,2,3,3,1
1201,0,0,0,0,0,0,0,0,0
3230,0,0,0,0,0,0,0,0,0
14155,0,0,0,0,0,0,0,0,0
18021,0,0,0,0,0,0,0,0,0
14429,1,4,4,3,3,3,3,3,1
12914,0,0,0,0,0,0,0,0,0
11810,1,4,4,3,3,3,3,3,1
6710,2,3,3,3,3,3,3,3,2
15925,0,0,0,0,0,0,0,0,0
3129,4,5,4,4,2,2,4,4,1
18526,1,4,4,3,3,3,3,3,1
9155,0,0,0,0,0,0,0,0,0
13516,1,4,4,3,3,3,3,3,1
4999,1,4,3,3,3,3,3,3,1
14484,2,4,4,3,3,3,3,3,1
1168,0,0,0,0,0,0,0,0,0
16130,0,0,0,0,0,0,0,0,0
1672,1,3,2,3,2,3,4,4,1
4910,0,0,0,0,0,0,0,0,0
14733,1,4,4,3,3,3,4,4,1
10691,0,0,0,0,0,0,0,0,0
15256,1,4,4,3,3,3,3,3,1
4427,0,0,0,0,0,0,0,0,0
18679,1,4,4,3,3,3,3,3,1
931,1,4,4,4,3,3,4,4,1
18588,1,4,4,3,3,3,3,3,1
19524,0,0,0,0,0,0,0,0,0
17997,0,0,0,0,0,0,0,0,0
3278,2,3,4,3,2,2,4,4,2
10254,1,4,4,3,3,3,4,4,1
16108,1,4,4,3,3,3,3,3,1
19900,0,0,0,0,0,0,0,0,0
7247,0,0,0,0,0,0,0,0,0
7479,2,4,4,3,3,3,3,3,1
16774,2,4,4,3,3,4,3,3,1
7496,0,0,0,0,0,0,0,0,0
3364,1,3,4,3,3,2,4,4,2
19691,0,0,0,0,0,0,0,0,0
16117,2,4,4,3,3,3,4,4,1
15300,1,4,4,3,3,3,3,3,1
8846,2,4,4,3,3,4,3,3,1
11346,1,4,4,3,3,3,3,3,1
16997,0,0,0,0,0,0,0,0,0
1515,1,3,2,2,2,2,4,4,1
14523,1,4,4,3,3,3,5,5,1
15330,0,0,0,0,0,0,0,0,0
3294,2,4,5,3,4,3,4,4,1
12841,0,0,0,0,0,0,0,0,0
3932,0,0,0,0,0,0,0,0,0
2496,2,3,3,2,3,3,5,5,1
822,3,5,5,5,4,5,5,5,4
3059,0,0,0,0,0,0,0,0,0
11248,2,4,4,3,3,3,4,4,3
17455,2,4,4,3,3,3,5,5,2
6906,1,3,2,3,3,3,4,4,1
13256,0,0,0,0,0,0,0,0,0
10853,0,0,0,0,0,0,0,0,0
16199,0,0,0,0,0,0,0,0,0
12044,0,0,0,0,0,0,0,0,0
4666,2,3,3,3,3,3,3,3,1
18036,1,4,4,3,3,3,3,3,1
12858,1,4,0,3,3,3,4,4,1
19003,0,0,0,0,0,0,0,0,0
665,1,3,4,3,2,3,4,4,1
1355,0,0,0,0,0,0,0,0,0
16502,0,0,0,0,0,0,0,0,0
15571,2,4,4,3,3,5,3,3,3
13120,1,4,4,3,3,3,3,3,1
19706,2,4,4,3,3,3,3,3,1
8211,0,0,0,0,0,0,0,0,0
15426,0,0,0,0,0,0,0,0,0
1607,4,3,4,3,4,3,4,4,3
13869,1,4,4,3,3,3,4,4,1
11918,1,4,4,3,3,3,3,3,1
12740,3,4,4,3,4,3,5,5,1
1104,0,0,0,0,0,0,0,0,0
344,2,2,2,2,2,1,2,2,2
19794,0,0,0,0,0,0,0,0,0
8546,2,3,3,3,3,3,3,3,1
19251,2,4,5,3,3,5,5,5,1
4892,1,3,3,3,3,3,3,3,1
17510,0,0,0,0,0,0,0,0,0
13181,2,4,4,3,3,3,4,4,1
16779,0,0,0,0,0,0,0,0,0
18579,4,4,4,3,3,3,3,3,1
15421,3,5,4,4,4,3,5,5,1
17024,2,4,4,3,3,3,3,3,1
17041,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0
11696,0,0,0,0,0,0,0,0,0
12082,0,0,0,0,0,0,0,0,0
16155,2,4,4,3,3,3,4,4,1
19731,1,4,4,3,3,3,4,4,1
12862,1,4,4,3,3,3,3,3,1
19352,1,4,4,3,3,3,3,3,1
13090,1,4,4,3,3,4,4,4,1
13813,0,0,0,0,0,0,0,0,0
9931,3,4,5,4,3,3,5,5,1
15892,0,0,0,0,0,0,0,0,0
17148,4,4,4,3,3,3,4,4,1
6028,0,0,0,0,0,0,0,0,0
19728,0,0,0,0,0,0,0,0,0
14489,0,0,0,0,0,0,0,0,0
15391,0,0,0,0,0,0,0,0,0
14738,1,4,4,3,3,3,3,3,1
18687,2,4,4,3,3,3,3,3,1
3691,1,3,3,3,3,3,3,3,1
3856,2,4,4,4,4,0,2,2,2
11834,1,4,4,4,3,3,3,3,1
19862,1,4,4,3,3,3,3,3,1
4959,0,0,0,0,0,0,0,0,0
17321,0,0,0,0,0,0,0,0,0
16529,0,0,0,0,0,0,0,0,0
13867,3,4,4,3,3,4,4,4,2
10476,2,3,3,3,3,3,2,2,1
14056,1,5,4,3,3,3,3,3,1
18807,0,0,0,0,0,0,0,0,0
2677,0,0,0,0,0,0,0,0,0
16594,0,0,0,0,0,0,0,0,0
1728,0,0,0,0,0,0,0,0,0
3476,1,3,4,3,4,3,4,4,1
10725,1,4,4,4,4,3,3,3,1
19310,2,4,4,3,3,3,3,3,1
657,1,3,2,2,2,2,2,2,1
18368,0,0,0,0,0,0,0,0,0
2874,0,0,0,0,0,0,0,0,0
14933,0,0,0,0,0,0,0,0,0
7614,0,0,0,0,0,0,0,0,0
9676,4,4,4,3,3,3,4,4,1
14036,2,4,4,3,3,3,3,3,1
17380,2,4,4,3,3,3,3,3,1
3228,0,0,0,0,0,0,0,0,0
12897,1,4,4,3,3,3,3,3,1
4555,1,3,3,3,3,3,4,4,1
1723,0,0,0,0,0,0,0,0,0
3188,2,3,2,2,2,2,2,2,1
3342,1,3,2,2,2,2,2,2,1
9869,0,0,0,0,0,0,0,0,0
10538,0,0,0,0,0,0,0,0,0
18908,0,0,0,0,0,0,0,0,0
5781,1,3,3,3,3,3,3,3,1
478,2,3,2,3,2,3,3,3,1
2884,1,3,4,2,2,2,2,2,1
2590,2,4,4,3,3,3,3,3,1
13301,0,0,0,0,0,0,0,0,0
18917,3,5,4,4,3,4,5,5,1
12746,1,4,4,3,3,3,3,3,1
9027,3,5,5,4,4,3,5,5,2
7232,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0
5577,0,0,0,0,0,0,0,0,0
8687,2,4,4,3,4,3,4,4,1
10311,2,4,4,4,3,4,3,3,1
15479,3,4,5,4,4,4,4,4,1
16177,1,4,4,3,3,3,3,3,1
3286,3,4,4,4,4,4,4,4,1
10159,2,4,4,3,3,3,3,3,1
15915,1,4,4,3,3,3,3,3,1
6690,0,0,0,0,0,0,0,0,0
3954,1,3,2,2,2,2,2,2,1
9816,1,4,4,3,3,3,3,3,1
315,3,4,4,3,3,3,5,5,3
9363,2,4,4,3,3,3,3,3,1
2598,1,4,4,3,3,4,0,0,1
7275,4,3,3,3,3,3,3,3,1
2293,2,3,3,2,2,2,3,3,1
15945,3,5,5,5,5,5,5,5,3
10545,0,0,0,0,0,0,0,0,0
9158,1,4,4,3,3,3,3,3,1
9019,0,0,0,0,0,0,0,0,0
7329,0,0,0,0,0,0,0,0,0
3563,2,3,2,2,2,2,2,2,1
2860,2,4,4,4,4,4,5,5,1
16370,3,4,4,3,3,5,4,4,1
4603,4,3,3,3,3,3,3,3,2
18093,2,4,4,3,3,3,4,4,1
1968,0,0,0,0,0,0,0,0,0
1513,1,3,2,2,2,2,2,2,1
755,0,0,0,0,0,0,0,0,0
9590,2,4,4,3,3,3,3,3,1
11891,0,0,0,0,0,0,0,0,0
18046,0,0,0,0,0,0,0,0,0
10709,1,4,4,3,3,3,3,3,1
15616,3,4,4,3,3,5,5,5,5
7693,0,0,0,0,0,0,0,0,0
13855,0,0,0,0,0,0,0,0,0
11646,0,0,0,0,0,0,0,0,0
3877,2,3,2,2,2,2,2,2,1
15625,0,0,0,0,0,0,0,0,0
1897,1,3,2,2,3,2,3,3,1
3194,1,3,3,2,2,3,2,2,1
12829,0,0,0,0,0,0,0,0,0
12120,0,0,0,0,0,0,0,0,0
3414,1,3,2,2,2,2,2,2,1
19223,4,4,4,3,3,3,3,3,1
5758,1,3,3,3,3,3,3,3,1
16295,0,0,0,0,0,0,0,0,0
15485,0,0,0,0,0,0,0,0,0
2447,1,3,0,2,0,2,2,2,1
547,0,1,1,1,1,1,1,1,1
112,2,3,4,2,2,2,0,0,2
2790,1,3,3,3,3,3,3,3,2
19386,2,4,4,3,3,3,3,3,1
19037,2,4,4,3,3,3,3,3,1
8909,2,5,5,5,4,4,5,5,2
13143,2,4,4,3,3,3,3,3,1
4927,1,3,3,3,3,3,3,3,1
11907,2,4,4,3,3,3,3,3,1
2336,0,0,0,0,0,0,0,0,0
5883,0,0,0,0,0,0,0,0,0
5774,0,0,0,0,0,0,0,0,0
13311,1,4,4,3,3,3,3,3,1
10015,1,4,4,3,3,3,4,4,1
3253,1,3,3,4,2,3,3,3,1
12532,1,4,5,3,3,3,4,4,1
7175,0,0,0,0,0,0,0,0,0
2604,3,4,4,4,4,4,5,5,1
570,0,0,0,0,0,0,0,0,0
11408,2,4,4,3,3,3,3,3,1
3534,0,0,0,0,0,0,0,0,0
17853,2,4,4,4,4,3,5,5,1
4989,0,0,0,0,0,0,0,0,0
17171,2,4,4,3,3,3,3,3,1
17496,4,4,4,3,3,3,3,3,1
9236,3,4,4,4,5,3,5,5,1
2829,0,0,0,0,0,0,0,0,0
15543,0,0,0,0,0,0,0,0,0
15743,0,0,0,0,0,0,0,0,0
15155,0,0,0,0,0,0,0,0,0
14861,3,4,4,4,3,4,4,4,2
5629,2,3,3,3,3,3,3,3,1
9848,2,4,3,3,3,3,3,3,1
10434,1,4,4,3,3,3,3,3,1
15997,0,0,0,0,0,0,0,0,0
14245,3,5,5,5,5,5,5,5,5
9718,2,4,4,4,3,3,3,3,1
10549,0,0,0,0,0,0,0,0,0
7460,0,0,0,0,0,0,0,0,0
991,3,4,5,4,4,5,5,5,2
10413,0,0,0,0,0,0,0,0,0
14032,3,4,4,4,4,5,4,4,1
17608,0,0,0,0,0,0,0,0,0
18413,2,4,4,3,3,3,3,3,2
3255,2,3,3,3,2,3,3,3,1
4408,2,3,3,3,3,3,3,3,1
10669,0,0,0,0,0,0,0,0,0
16507,1,4,4,3,3,3,3,3,1
19154,2,4,5,3,3,4,5,5,2
12868,0,0,0,0,0,0,0,0,0
14834,1,4,4,3,3,3,3,3,1
5106,2,3,3,3,3,3,3,3,1
18166,0,0,0,0,0,0,0,0,0
18172,0,0,0,0,0,0,0,0,0
18038,0,0,0,0,0,0,0,0,0
12163,1,4,5,3,3,3,3,3,1
6821,1,3,3,3,3,3,3,3,1
16144,0,0,0,0,0,0,0,0,0
18325,3,5,4,3,3,4,4,4,1
5611,0,0,0,0,0,0,0,0,0
10166,4,4,4,3,3,3,3,3,1
10935,0,0,0,0,0,0,0,0,0
1314,1,3,2,2,2,2,2,2,1
568,0,0,0,0,0,0,0,0,0
2179,1,3,3,3,3,2,4,4,1
11379,2,3,2,3,3,3,2,2,1
3971,4,4,4,3,3,3,3,3,1
9234,0,0,0,0,0,0,0,0,0
6211,0,0,0,0,0,0,0,0,0
18709,2,4,4,4,4,5,4,4,3
14435,1,4,4,3,3,3,3,3,1
18854,1,4,4,3,3,3,3,3,1
8690,1,3,3,3,3,3,3,3,2
11496,0,0,0,0,0,0,0,0,0
16401,2,4,4,3,3,3,3,3,1
11518,1,4,4,3,3,4,4,4,1
12817,1,4,4,3,3,3,3,3,1
711,3,4,5,3,3,3,5,5,1
9078,3,4,4,4,4,4,4,4,3
7577,1,3,4,3,3,3,3,3,1
6887,3,4,5,4,4,3,5,5,1
9839,1,4,4,3,3,3,3,3,1
8536,1,4,4,3,3,3,3,3,1
14732,0,0,0,0,0,0,0,0,0
8584,2,4,4,3,3,5,4,4,1
10693,3,4,4,4,4,4,5,5,3
9621,0,0,0,0,0,0,0,0,0
3440,0,0,0,0,0,0,0,0,0
16666,2,4,4,3,3,3,3,3,1
8819,0,0,0,0,0,0,0,0,0
1334,2,4,4,4,4,4,5,5,3
9300,2,4,4,3,3,3,3,3,1
11556,1,3,4,3,3,3,3,3,1
11115,1,4,4,3,3,3,3,3,1
19043,3,5,5,4,3,5,5,5,4
16549,2,4,4,3,3,3,3,3,1
11453,0,0,0,0,0,0,0,0,0
19840,3,4,5,4,4,3,5,5,3
5096,1,3,3,3,3,3,3,3,1
13173,0,0,0,0,0,0,0,0,0
6158,0,0,0,0,0,0,0,0,0
5469,0,0,0,0,0,0,0,0,0
269,2,4,5,3,3,0,4,4,2
6519,2,3,3,3,3,3,3,3,1
3758,1,4,3,2,2,2,2,2,1
18103,0,0,0,0,0,0,0,0,0
11906,1,4,4,4,4,3,3,3,1
11148,3,4,4,4,4,4,4,4,4
14974,1,4,4,3,3,4,3,3,1
12912,2,4,4,3,3,3,3,3,1
8270,4,3,3,3,3,3,3,3,1
1140,0,0,0,0,0,0,0,0,0
19758,0,0,0,0,0,0,0,0,0
18764,3,5,4,3,3,3,4,4,2
16495,0,0,0,0,0,0,0,0,0
7820,0,0,0,0,0,0,0,0,0
1304,3,4,4,3,4,3,4,4,2
17773,0,0,0,0,0,0,0,0,0
19076,3,4,5,3,4,3,4,4,1
11016,0,0,0,0,0,0,0,0,0
11445,1,4,4,3,3,3,4,4,1
19820,0,0,0,0,0,0,0,0,0
3874,0,0,0,0,0,0,0,0,0
9860,3,4,4,4,4,4,4,4,1
10236,2,4,4,3,3,3,3,3,1
18553,0,0,0,0,0,0,0,0,0
3818,1,3,2,2,2,2,2,2,1
8170,2,4,5,4,5,4,3,3,2
14388,0,0,0,0,0,0,0,0,0
314,2,5,5,4,5,4,5,5,3
17832,0,0,0,0,0,0,0,0,0
1158,3,5,5,3,4,3,5,5,2
6348,2,5,4,4,4,4,5,5,3
6815,0,0,0,0,0,0,0,0,0
5252,2,4,4,3,3,3,3,3,1
17589,1,4,4,3,3,3,3,3,1
11469,2,4,4,3,3,3,3,3,1
9222,0,0,0,0,0,0,0,0,0
17373,3,4,4,4,4,4,4,4,1
15629,2,4,4,3,3,3,3,3,1
8024,2,4,5,4,3,5,5,5,1
17038,1,4,4,3,3,3,3,3,1
14432,1,4,4,3,3,3,3,3,1
13458,0,0,0,0,0,0,0,0,0
1894,1,3,2,2,2,2,4,4,1
2550,0,0,0,0,0,0,0,0,0
10142,2,4,4,3,3,4,4,4,1
12783,0,0,0,0,0,0,0,0,0
14565,1,4,4,3,3,3,3,3,1
8666,0,0,0,0,0,0,0,0,0
3588,0,0,0,0,0,0,0,0,0
13933,0,0,0,0,0,0,0,0,0
2251,2,3,3,3,3,3,3,3,1
9163,1,4,4,3,3,3,3,3,1
2270,1,3,2,2,2,2,2,2,1
14750,4,4,4,3,3,3,3,3,1
12153,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0
15909,0,0,0,0,0,0,0,0,0
17590,0,0,0,0,0,0,0,0,0
14762,0,0,0,0,0,0,0,0,0
4798,0,0,0,0,0,0,0,0,0
10011,3,4,5,4,4,3,5,5,1
3335,2,4,4,4,4,4,3,3,4
6355,2,3,2,2,2,2,2,2,1
6217,2,3,3,3,3,3,3,3,1
5035,1,4,3,4,4,3,3,3,1
11277,0,0,0,0,0,0,0,0,0
69,3,3,3,3,5,3,5,5,5
1348,2,3,2,2,2,2,2,2,1
14868,1,4,4,3,3,3,3,3,1
133,2,2,2,2,2,2,2,2,2
13755,0,0,0,0,0,0,0,0,0
5019,1,4,4,3,3,3,3,3,1
638,0,0,0,0,0,0,0,0,0
3982,0,0,0,0,0,0,0,0,0
5574,0,0,0,0,0,0,0,0,0
19222,0,0,0,0,0,0,0,0,0
9584,1,4,4,3,3,3,4,4,1
6824,0,0,0,0,0,0,0,0,0
1889,0,0,0,0,0,0,0,0,0
17597,0,0,0,0,0,0,0,0,0
15160,1,4,4,3,3,3,3,3,1
1343,1,3,3,2,2,2,2,2,0
2319,0,0,0,0,0,0,0,0,0
9939,0,0,0,0,0,0,0,0,0
15223,2,4,4,3,3,3,3,3,1
1993,2,3,2,2,2,2,2,2,1
